# ENERGY      NU         SIGRAD        SIGBORN     STAT. ERR.     SYST. ERR.
    6380    3426       0.041236       0.041236              0              0
    6380    3427      0.0412225      0.0412225              0              0
    6380    3428      0.0411757      0.0411757              0              0
    6380    3429      0.0410972      0.0410972              0              0
    6380    3430      0.0409883      0.0409883              0              0
    6380    3431       0.040851       0.040851              0              0
    6380    3432      0.0406872      0.0406872              0              0
    6380    3433      0.0404991      0.0404991              0              0
    6380    3434      0.0402888      0.0402888              0              0
    6380    3435      0.0400588      0.0400588              0              0
    6380    3436      0.0398114      0.0398114              0              0
    6380    3437       0.039549       0.039549              0              0
    6380    3438      0.0392739      0.0392739              0              0
    6380    3439      0.0389883      0.0389883              0              0
    6380    3440      0.0386945      0.0386945              0              0
    6380    3441      0.0383945      0.0383945              0              0
    6380    3442      0.0380902      0.0380902              0              0
    6380    3443      0.0377835      0.0377835              0              0
    6380    3444       0.037476       0.037476              0              0
    6380    3445      0.0371693      0.0371693              0              0
    6380    3446      0.0368646      0.0368646              0              0
    6380    3447      0.0365634      0.0365634              0              0
    6380    3448      0.0362666      0.0362666              0              0
    6380    3449      0.0359752      0.0359752              0              0
    6380    3450        0.03569        0.03569              0              0
    6380    3451      0.0354118      0.0354118              0              0
    6380    3452      0.0351411      0.0351411              0              0
    6380    3453      0.0348784      0.0348784              0              0
    6380    3454      0.0346241      0.0346241              0              0
    6380    3455      0.0343786      0.0343786              0              0
    6380    3456       0.034142       0.034142              0              0
    6380    3457      0.0339145      0.0339145              0              0
    6380    3458      0.0336961      0.0336961              0              0
    6380    3459       0.033487       0.033487              0              0
    6380    3460      0.0332872      0.0332872              0              0
    6380    3461      0.0330965      0.0330965              0              0
    6380    3462      0.0329149      0.0329149              0              0
    6380    3463      0.0327423      0.0327423              0              0
    6380    3464      0.0325785      0.0325785              0              0
    6380    3465      0.0324234      0.0324234              0              0
    6380    3466      0.0322768      0.0322768              0              0
    6380    3467      0.0321385      0.0321385              0              0
    6380    3468      0.0320083      0.0320083              0              0
    6380    3469       0.031886       0.031886              0              0
    6380    3470      0.0317713      0.0317713              0              0
    6380    3471      0.0316641      0.0316641              0              0
    6380    3472      0.0315641      0.0315641              0              0
    6380    3473      0.0314711      0.0314711              0              0
    6380    3474      0.0313849      0.0313849              0              0
    6380    3475      0.0313053      0.0313053              0              0
    6380    3476      0.0312319      0.0312319              0              0
    6380    3477      0.0311647      0.0311647              0              0
    6380    3478      0.0311034      0.0311034              0              0
    6380    3479      0.0310478      0.0310478              0              0
    6380    3480      0.0309977      0.0309977              0              0
    6380    3481      0.0309528      0.0309528              0              0
    6380    3482      0.0309131      0.0309131              0              0
    6380    3483      0.0308783      0.0308783              0              0
    6380    3484      0.0308483      0.0308483              0              0
    6380    3485      0.0308228      0.0308228              0              0
    6380    3486      0.0308018      0.0308018              0              0
    6380    3487      0.0307849      0.0307849              0              0
    6380    3488      0.0307722      0.0307722              0              0
    6380    3489      0.0307635      0.0307635              0              0
    6380    3490      0.0307585      0.0307585              0              0
    6380    3491      0.0307572      0.0307572              0              0
    6380    3492      0.0307595      0.0307595              0              0
    6380    3493      0.0307651      0.0307651              0              0
    6380    3494      0.0307741      0.0307741              0              0
    6380    3495      0.0307863      0.0307863              0              0
    6380    3496      0.0308015      0.0308015              0              0
    6380    3497      0.0308198      0.0308198              0              0
    6380    3498      0.0308409      0.0308409              0              0
    6380    3499      0.0308648      0.0308648              0              0
    6380    3500      0.0308915      0.0308915              0              0
    6380    3501      0.0309207      0.0309207              0              0
    6380    3502      0.0309525      0.0309525              0              0
    6380    3503      0.0309868      0.0309868              0              0
    6380    3504      0.0310236      0.0310236              0              0
    6380    3505      0.0310626      0.0310626              0              0
    6380    3506       0.031104       0.031104              0              0
    6380    3507      0.0311476      0.0311476              0              0
    6380    3508      0.0311935      0.0311935              0              0
    6380    3509      0.0312414      0.0312414              0              0
    6380    3510      0.0312915      0.0312915              0              0
    6380    3511      0.0313437      0.0313437              0              0
    6380    3512      0.0313979      0.0313979              0              0
    6380    3513      0.0314541      0.0314541              0              0
    6380    3514      0.0315122      0.0315122              0              0
    6380    3515      0.0315724      0.0315724              0              0
    6380    3516      0.0316345      0.0316345              0              0
    6380    3517      0.0316985      0.0316985              0              0
    6380    3518      0.0317645      0.0317645              0              0
    6380    3519      0.0318323      0.0318323              0              0
    6380    3520      0.0319021      0.0319021              0              0
    6380    3521      0.0319738      0.0319738              0              0
    6380    3522      0.0320473      0.0320473              0              0
    6380    3523      0.0321228      0.0321228              0              0
    6380    3524      0.0322003      0.0322003              0              0
    6380    3525      0.0322796      0.0322796              0              0
    6380    3526       0.032361       0.032361              0              0
    6380    3527      0.0324442      0.0324442              0              0
    6380    3528      0.0325295      0.0325295              0              0
    6380    3529      0.0326168      0.0326168              0              0
    6380    3530      0.0327061      0.0327061              0              0
    6380    3531      0.0327974      0.0327974              0              0
    6380    3532      0.0328909      0.0328909              0              0
    6380    3533      0.0329864      0.0329864              0              0
    6380    3534      0.0330841      0.0330841              0              0
    6380    3535      0.0331839      0.0331839              0              0
    6380    3536      0.0332859      0.0332859              0              0
    6380    3537      0.0333901      0.0333901              0              0
    6380    3538      0.0334965      0.0334965              0              0
    6380    3539      0.0336052      0.0336052              0              0
    6380    3540      0.0337161      0.0337161              0              0
    6380    3541      0.0338292      0.0338292              0              0
    6380    3542      0.0339446      0.0339446              0              0
    6380    3543      0.0340622      0.0340622              0              0
    6380    3544      0.0341821      0.0341821              0              0
    6380    3545      0.0343041      0.0343041              0              0
    6380    3546      0.0344282      0.0344282              0              0
    6380    3547      0.0345543      0.0345543              0              0
    6380    3548      0.0346825      0.0346825              0              0
    6380    3549      0.0348124      0.0348124              0              0
    6380    3550      0.0349441      0.0349441              0              0
    6380    3551      0.0350773      0.0350773              0              0
    6380    3552      0.0352118      0.0352118              0              0
    6380    3553      0.0353474      0.0353474              0              0
    6380    3554      0.0354838      0.0354838              0              0
    6380    3555      0.0356207      0.0356207              0              0
    6380    3556      0.0357577      0.0357577              0              0
    6380    3557      0.0358943      0.0358943              0              0
    6380    3558      0.0360302      0.0360302              0              0
    6380    3559      0.0361646      0.0361646              0              0
    6380    3560      0.0362971      0.0362971              0              0
    6380    3561       0.036427       0.036427              0              0
    6380    3562      0.0365535      0.0365535              0              0
    6380    3563      0.0366759      0.0366759              0              0
    6380    3564      0.0367932      0.0367932              0              0
    6380    3565      0.0369045      0.0369045              0              0
    6380    3566      0.0370089      0.0370089              0              0
    6380    3567      0.0371052      0.0371052              0              0
    6380    3568      0.0371926      0.0371926              0              0
    6380    3569      0.0372697      0.0372697              0              0
    6380    3570      0.0373356      0.0373356              0              0
    6380    3571      0.0373891      0.0373891              0              0
    6380    3572       0.037429       0.037429              0              0
    6380    3573      0.0374543      0.0374543              0              0
    6380    3574       0.037464       0.037464              0              0
    6380    3575       0.037457       0.037457              0              0
    6380    3576      0.0374327      0.0374327              0              0
    6380    3577      0.0373901      0.0373901              0              0
    6380    3578      0.0373288      0.0373288              0              0
    6380    3579      0.0372483      0.0372483              0              0
    6380    3580      0.0371483      0.0371483              0              0
    6380    3581      0.0370287      0.0370287              0              0
    6380    3582      0.0368897      0.0368897              0              0
    6380    3583      0.0367316      0.0367316              0              0
    6380    3584      0.0365549      0.0365549              0              0
    6380    3585      0.0363604      0.0363604              0              0
    6380    3586      0.0361489      0.0361489              0              0
    6380    3587      0.0359216      0.0359216              0              0
    6380    3588      0.0356797      0.0356797              0              0
    6380    3589      0.0354246      0.0354246              0              0
    6380    3590      0.0351579      0.0351579              0              0
    6380    3591      0.0348813      0.0348813              0              0
    6380    3592      0.0345964      0.0345964              0              0
    6380    3593      0.0343051      0.0343051              0              0
    6380    3594      0.0340092      0.0340092              0              0
    6380    3595      0.0337104      0.0337104              0              0
    6380    3596      0.0334108      0.0334108              0              0
    6380    3597       0.033112       0.033112              0              0
    6380    3598      0.0328159      0.0328159              0              0
    6380    3599       0.032524       0.032524              0              0
    6380    3600      0.0322381      0.0322381              0              0
    6380    3601      0.0319597      0.0319597              0              0
    6380    3602      0.0316901      0.0316901              0              0
    6380    3603      0.0314307      0.0314307              0              0
    6380    3604      0.0311826      0.0311826              0              0
    6380    3605      0.0309469      0.0309469              0              0
    6380    3606      0.0307246      0.0307246              0              0
    6380    3607      0.0305163      0.0305163              0              0
    6380    3608      0.0303228      0.0303228              0              0
    6380    3609      0.0301446      0.0301446              0              0
    6380    3610      0.0299819      0.0299819              0              0
    6380    3611      0.0298352      0.0298352              0              0
    6380    3612      0.0297044      0.0297044              0              0
    6380    3613      0.0295896      0.0295896              0              0
    6380    3614      0.0294906      0.0294906              0              0
    6380    3615      0.0294073      0.0294073              0              0
    6380    3616      0.0293393      0.0293393              0              0
    6380    3617      0.0292861      0.0292861              0              0
    6380    3618      0.0292474      0.0292474              0              0
    6380    3619      0.0292225      0.0292225              0              0
    6380    3620      0.0292109      0.0292109              0              0
    6380    3621      0.0292118      0.0292118              0              0
    6380    3622      0.0292245      0.0292245              0              0
    6380    3623      0.0292485      0.0292485              0              0
    6380    3624      0.0292828      0.0292828              0              0
    6380    3625      0.0293267      0.0293267              0              0
    6380    3626      0.0293795      0.0293795              0              0
